id,gid,name,precision,vintage
22299,3019951864,Mr Love: Queen’s Choice,TV,2020-07-15
22289,633432373,Business Fish,TV,2019-07-07
22288,2561316296,Tegami,OAV,2004
22287,1820737282,Kogitsune no Okurimono,OAV,1993
22286,2986383452,Odoru Mowai-kun,TV,2019-07-02
22285,2358365444,8th son? Are you kidding me?,TV,2020-04-02
22283,1404562527,Didn't I Say to Make My Abilities Average in the Next Life?!,TV,2019-10-07
22278,2948048400,We Never Learn: BOKUBEN,TV 2,2019-10-05
22277,1443091917,Attack on Titan The Final Season,TV,2020-12-07
22276,2313473797,Hamster Club,TV,2000-10-02 to 2001-03-30
22275,635168618,Waresho! Warera! Shōdōbutsu Aigo Iinkai,TV,2019-07-01
22274,1416171764,Teasing Master Takagi-san,TV 2,2019-07-07
22273,2781148263,Ecchan no Sensō,movie,2002-01-13
22272,1893651242,Itsuka no Main: Kaminari Shōnen Tenta Sanjō,OAV,1996-02-21
22270,1796547521,Konpeki no Kantai Tokubetsu-hen: Sōrai Kaihatsu Monogatari,OAV,1997-04-04
22268,2165288727,SD Gundam World Sangoku Sōketsuden,ONA,2019-07
22267,3018824975,Ani Ni Tsukeru Kusuri wa Nai! 2,TV,2018-07-09 to 2018-12-17
22265,449925182,My Hero Academia,TV 4,2019-10-12
22264,3379574714,Monster Strike Animation the New Series,ONA,2018-06-22
22263,1525166069,Sket Dance,OAV,2013-02-04
22261,468316983,Fujiko Fujio no Kiteretsu Daihyakka,special,1987-11-02
22260,1831272756,Forest of Piano,TV 2,2019-01-28 to 2019-04-15
22259,1570003995,Ensemble Stars!,TV,2019-07-07
22258,1414698315,In This Corner (and Other Corners) of the World,movie,2019-12-20
22257,1340673855,Hakata Mentai! Pirikarako-chan,TV,2019-07-07
22256,1560566857,In/Spectre,TV,2020-01-11
22255,365215759,Ascendance of a Bookworm,TV,2019-10-02
22254,3023811367,Star Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,movie,2019-10-19
22253,2926739554,Macross Delta the Movie: Absolute Live!!!!!!,movie,2021
22252,512536131,Battle Spirits: Saga Brave,ONA,2019-06-15
22251,887912265,Eiga Crayon Shin-chan Shinkon Ryokō Hurricane,movie 27,2019-04-19
22250,1637242428,Midnight Voitore Boys,TV,2019-01-05
22249,2885681799,"Little Polar Bear: Shirokuma-kun, Fune ni Noru",OAV,1991-12-01
22248,1248974734,"Little Polar Bear: Shirokuma-kun, Doko e?",movie,1990-04-28
22247,3138995255,Nekopara,TV,2020-01-09
22246,2858240161,After School Dice Club,TV,2019-10-02
22244,1405001810,Hulaing Babies,ONA,2019-01-10 to 2019-03-28
22243,1998319086,RoboMasters The Animated Series,ONA,2017-10-13 to 2017-11-17
22242,2890262996,Fire in His Fingertips -My Childhood Friend is a Fireman-,TV,2019-07-07
22240,2109077758,Mecha-Ude,ONA,2018-10-01
22239,2078800606,Durarara!!×2 Shō Gaiden!?,OAV,2015-05-30
22238,2659942839,Durarara!!×2 Ketsu Gaiden!?,OAV,2016-05-21
22237,2774078223,Pikotarō no Lullaby Lu-llaby,TV,2017-08-02 to 2017-09-27
22235,3019315251,Mahō Tsukai Nara Miso o Kue!,ONA,2012-06-15
22234,1027326410,Yamishibai: Japanese Ghost Stories,TV 7/2019,2019-07-07
22217,1719097896,Assassins Pride,TV,2019-10-10
22215,1433279520,Non Non Biyori Nonstop,TV 3,2021-01-10
22214,2163897416,Val x Love,TV,2019-10-05
22213,2746227078,Cautious Hero: The Hero Is Overpowered but Overly Cautious,TV,2019-10-02
22207,1607645171,Ahiru no Sora,TV,2019-10-02
22182,682298050,Baby I Love You Daze,ONA,2018-12-12
22181,2168869732,[email protected] Shiny Festa,OAV,2012-10-25
22179,1701476723,Ikki Tousen: Western Wolves,OAV,2019-01-03
22178,2223618389,Baja no Studio,OAV,2017-10-28
22177,1712555970,Journey Home,TV,2018-07-08
22176,3297110431,Sorcery in the Big City,ONA,2017-12-01
22174,4101803567,Bakukyū Renpatsu!! Super B-Daman,TV,1999-01-04 to 1999-10-01
22158,3038773576,Aikatsu Friends! ~Kagayaki no Jewel~,TV,2019-04-04
22156,1394969601,Case Closed: The Fist of Blue Sapphire,movie 23,2019-04-02
22155,2120839700,Doraemon the Movie: Nobita's Chronicle of the Moon Exploration,movie 2-14,2019-02-10
22153,3821986776,What She Fell on Was the Tip of My Dick,TV,2018-07-01
22142,1020581066,Kaibutsu-kun: Demon no Ken,movie,1982-03-13
22141,255482972,Kaibutsu-kun: Kaibutsu Land e no Shōtai,movie,1981-03-14
22139,2336776715,Hello World,movie,2019-09-20
22138,3837115725,Seven Deadly Sins: Imperial Wrath of The Gods,TV,2019-10-09
22137,2856756898,Weathering With You,movie,2019-07-19
22135,3310250507,Saga-ken o Meguru Animation,movie series,2016-03-12
22122,2191002468,Detective Conan: London kara no Maru Hi Shirei,OAV,2011-05-30
22121,164410801,Lupin III: Goodbye Partner,special,2019-01-25
22116,1007954240,Wagahai wa Neko de Aru,special,1982-02-17
22111,1735166586,Pants no Ana: Mambo de Ganbo!,OAV,1987-09-05
22110,1655426102,Captain Bal,movie,2019-03-09
22106,1701850259,Chuck Shimezō,movie,2019-03-09
22104,2972311635,Tatakae! Space Attendant Aoi,movie,2019-03-09
22097,304168820,Hello WeGo!,movie,2019-03-09
22096,1930545922,Chaos;Child Silent Sky,movie,2017-06-17
22089,2466295585,Lupin the IIIrd: Fujiko Mine's Lie,movie,2019-05-31
22086,3142877225,Ani Ni Tsukeru Kusuri wa Nai!,TV,2017-04-07 to 2017-06-23
22084,2014071371,B Rappers Street,TV,2019-04-11
22083,2748701844,Wacky TV Nanana 2nd season,TV,2019-04-11
22082,2161878106,Kedama no Gonjiro,TV,2019-04-06
22081,1976325888,Yo-kai Watch!,TV 3/2019,2019-04-05
22080,755695075,Love Live! School idol project,ONA,2010-08-13 to 2013-11-27
22079,189924247,Love Live! Sunshine!!,ONA,2016
22046,1531330600,"Hora, Mimi ga Mieteru yo!",TV 2,2019-02-02
22045,481401484,BanG Dream! FILM LIVE,movie,2019-09-13
22044,3124900789,Sword Art Online: Alicization - War of Underworld,TV,2019-10-06
22030,2705377745,Miru Tights,ONA,2019-05-11 to 2019-07-27
22024,2710892636,Deer King,movie,2021-06-14
22023,1713425030,LBX Girls,TV,2021-01-06
22021,2485072238,Ride Your Wave,movie,2019-06-10
22020,895178846,Fate/Grand Order The Movie Divine Realm of the Round Table: Camelot,movie,2020-12-05
22019,1987852574,Senki Zesshō Symphogear XV,TV,2019-07-06
22018,2868396053,Hensuki,TV,2019-07-08
22016,1307295325,Special 7: Special Crime Investigation Unit,TV,2019-10-06
22015,1445429253,Her Blue Sky,movie,2019-10-11
22014,2371610466,Somali and the Forest Spirit,TV,2020-01-02
22012,2249419689,Cop Craft,TV,2019-07-08
22011,930397417,number24,TV,2020-01-08
22010,2577935879,Goblin Slayer: Goblin's Crown,movie,2020-02-01
22009,3236032895,Magia Record: Puella Magi Madoka Magica Side Story,TV,2020-01-04
22008,2429114744,Demon Girl Next Door,TV,2019-07-11
22007,1084750320,Cells at Work!!,TV 2,2021-01-09
22006,925058379,"If It’s for My Daughter, I’d Even Defeat a Demon Lord",TV,2019-07-04
22005,2342877517,Re:ZERO -Starting Life in Another World-,TV 2,2020-07-08
22004,2632429648,Ten Count,movie,2023
22003,1813134413,Looking for Magical DoReMi,movie,2020-11-13
22002,1241191702,Ojamajo Doremi: Owarai Gekijō,ONA,2019-03-23
22001,3817889316,Africa Salaryman,TV,2019-10-06
22000,1897551336,Woodpecker Detective's Office,TV,2020-04-13
21999,3182039854,My Teen Romantic Comedy SNAFU Climax,TV 3,2020-07-09
21998,1833652858,Re:ZERO - Starting Life in Another World - The Frozen Bond,OAV,2019-11-08
21996,2138380031,Plunderer,TV,2020-01-08
21995,2280592178,Tannishō o Hiraku,movie,2019-05-24
21994,1929419229,BEM,TV 2019,2019-07-07
21993,1599571813,Human Lost,movie,2019-06-14
21992,2310913139,Isekai Quartet,TV,2019-04-09
21989,1624999614,Sorcerous Stabber Orphen,TV 2020,2020-01-07
21988,2828742596,Hōzuki no Reitetsu,OAV 3,2019-09-20
21987,2032031837,[email protected] Cinderella Girls Theater CLIMAX SEASON,TV 3,2019-04-02
21986,2229626108,[email protected] Cinderella Girls Theater,TV 2,2017-10-03
21985,3248083553,Is the order a rabbit?? Sing For You,OAV,2019-09-26
21983,3170279253,Toilet-Bound Hanako-kun,TV,2020-01-09
21982,1148524509,Outburst Dreamer Boys,TV,2019-10-04
21981,2322052034,STARMYU,TV 3,2019-07-01
21980,2607301901,Ero Lover,ONA,2019-03-22
21978,1261153956,No Guns Life,TV,2019-10-10
21976,1573340815,Baki,ONA 2,2020-06-04
21975,952784913,Kiki to Lala no Mamatte Suteki!,special,1995-06-27 to 1995-07-04
21974,2307617380,Kiki to Lala no Papa to Mama ni Aitai,OAV,1994-04-21
21973,3370427760,Kiki to Lala no Habatake! Pegasus,OAV,1994-03-21
21972,1263234689,Kiki to Lala no Hoshi no Dance Shoes,OAV,1993-12-21
21971,2538869277,Kiki to Lala no Hakuchōza no Ohime-sama,OAV,1993-11-21
21970,2795055414,Kiki to Lala no Hansel to Gretel,OAV,1993-07-21
21969,2249677170,Kiki to Lala no Ohime-sama ni Naritai,OAV,1993-04-21
21959,1572811235,Violet Evergarden,OAV,2018-04-07
21958,1760809212,Given,TV,2019-07-11
21956,3479378500,Try Knights,TV,2019-07-30
21954,1761747180,Drifting Dragons,TV,2020-01-08
21952,1786812529,Psycho-Pass 3,TV,2019-10-24
21943,3330285776,Shigatsu wa Kimi no Uso: Moments,OAV,2015-05-15
21942,826795227,Manga de Wakaru! Fate/Grand Order,ONA,2018-12-31
21941,2153290072,High School! Kimengumi,movie,1986-11-10
21930,1453704800,Bakumatsu Crisis,TV,2019-04-04
21927,2410661781,"Welcome to Demon School, Iruma-kun",TV,2019-10-05
21916,1990707456,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,movie,1993-12-05
21915,2394317357,Kochoki,TV,2019-07-08
21914,1890876902,Million Arthur,TV 2,2019-04-04
21908,1828674544,Helpful Fox Senko-san,TV,2019-04-10
21896,2298975450,New Game!,OAV,2017-03-31
21894,3072148421,Love Live! School idol project,OAV,2013-11-27
21891,2718257932,Isekai Cheat Magician,TV,2019-07-10
21890,494107613,Are You Lost?,TV,2019-07-02
21889,1855159639,Shōnen Ashibe GO! GO! Goma-chan,TV 4,2019-04-02
21888,2302203818,Gleipnir,TV,2020-04-05
21882,3040963408,Tomcat's Big Adventure,movie,1992
21881,1650471544,Nekopara: Koneko no Hi no Yakusoku,OAV,2018-07-27
21880,3293270221,BEASTARS,TV,2019-10-08
21877,1652316689,Radiant,TV 2,2019-10-02
21876,3907632989,Strike Witches: 501st JOINT FIGHTER WING Take Off!,TV,2019-04-09
21875,103999052,Pandora to Akubi,movie,2019-04-12
21874,1571377492,O Maidens in Your Savage Season,TV,2019-07-05
21873,1429596596,Granbelm,TV,2019-07-05
21872,1499119633,Children of the Sea,movie,2019-05-19
21869,1106143950,Wonderland,movie,2019-04-26
21868,2761184385,Bakugan Battle Planet,TV,2018-12-23
21867,2362259517,Fate/kaleid liner Prisma Illya: Prisma Phantasm,OAV,2019-06-14
21866,2575076563,Re:Stage! Dream Days,TV,2019-07-07
21865,1327628903,Mewtwo Strikes Back Evolution,movie 22,2019-07-12
21852,2360930966,Fire Force,TV,2019-07-05
21851,2600594523,Chihayafuru 3,TV,2019-10-22
21829,2095561373,"Backwasher! -Her and I, in the Women's Bath!?-",TV,2019-04-07
21827,2071945413,Neko no Nyahho: Nya Miseraburu,TV,2019-04-03
21826,1489897151,Mobile Suit Gundam: The Origin: Advent of the Red Comet,TV,2019-04-29 to 2019-08-12
21819,2784735037,AMAZING STRANGER,TV,2019-04-06
21818,2546998187,Beyblade Burst GT,ONA,2019-04-05
21817,2663048422,Demon Slayer: Kimetsu no Yaiba: Bonds of Siblings,movie,2019-03-29
21816,1510044166,Island of Giant Insects,OAV,2019-06-20
21814,888616978,Ao-chan Can't Study!,TV,2019-04-05
21812,2478022541,Attack on Titan,TV 4/2019,2019-04-28
21811,2280270758,I'm From Japan,TV,2019-04-08
21809,3270248487,"Demon Lord, Retry!",TV,2019-07-03
21808,3292839948,Princess Connect! Re:Dive,TV,2020-04-06
21807,2452198341,Joshi Kausei,TV,2019-04-08
21797,2424346098,PERSONA 5 the Animation: Stars and Ours,special,2019-03-23
21796,2082983468,Cardfight!! Vanguard: High School Arc Cont.,TV,2019-05-11
21795,3323009101,Yūki no Hana ga Hiraku Toki: Yanase Takashi to Anpanman no Monogatari,special,2019-02-10
21794,2356738040,Ni no Kuni,movie,2019-08-23
21793,1500277590,Kiratto Pri☆Chan,TV 2,2019-04-07
21780,2769431963,GUNNM 3D Special,OAV,2000-08-18
21779,2047051763,Astra Lost in Space,TV,2019-07-03
21778,986425007,to the abandoned Sacred Beasts,TV,2019-07-01
21769,2054083456,ACTORS: Songs Connection,TV,2019-10-06
21768,1579413160,Infinite Dendrogram,TV,2020-01-09
21767,2511810605,Promare,movie,2019-05-15
21766,427042307,Fairy gone,TV,2019-04-07
21765,3534171377,For Whom the Alchemist Exists,movie,2019-06-14
21764,1680848248,How Heavy Are the Dumbbells You Lift?,TV,2019-07-03
21762,657410092,Wasteful Days of High School Girl,TV,2019-07-05
21760,2165600458,Azur Lane,TV,2019-10-03
21757,666020869,Complex x Complex,movie,2015
21748,3242560650,Hugtto! Precure Futari wa Precure All Stars Memories,movie,2018-10-27
21747,634171277,Precure Miracle Universe,movie,2019-03-16
21735,1697404442,Tsukiuta. THE ANIMATION 2,TV,2020-10-07
21733,3310752859,Bungo Stray Dogs,TV 3,2019-04-12
21732,3515025500,One Piece Stampede,movie 14,2019-08-09
21731,3152946173,Made in Abyss: Dawn of the Deep Soul,movie,2020-01-17
21727,3074039588,Lord El-Melloi II's Case Files: Rail Zeppelin Grace note,TV,2019-07-06
21719,2646511407,Star Twinkle Precure,TV,2019-02-03
21718,1816109903,Eiga no Osomatsu-san,movie,2019-03-15
21705,3110077545,Korasho no Kaitei Wakuwaku Daibouken!,movie,2019-02-01
21704,2318449370,Hi Score Girl,OAV,2019-03-20
21703,3711716075,Dr. Stone,TV,2019-07-05
21680,2258641941,Katana Maidens: Mini Toji,TV,2019-01-05
21679,3496057020,Nobunaga Teacher's Young Bride,TV,2019-04-06
21677,3378311093,Aggretsuko: We Wish You a Metal Christmas,special,2018-12-20
21674,1709204712,Even a Dad Still Wants It...,TV,2019-01-06
21672,3019985694,Ghost in the Shell: SAC_2045,ONA,2020-04-23
21671,1423319732,Cinderella Nine,TV,2019-04-07
21649,3196200834,Disastrous Life of Saiki K.,special,2018-12-28
21648,2004724003,Mix: Meisei Story,TV,2019-04-06
21647,1074466400,Tomodachi de Iyō ne,TV,1992-10-09 to 1992-12-30
21646,877222148,Senryū Girl,TV,2019-04-05
21643,595053828,Nemurenu Yoru no Chiisana Ohanashi,OAV,1992-04-24
21605,1532598467,Neo Yokio: Pink Christmas,special,2018-12-07
21604,2080265050,Chūsotsu Worker Kara Hajimeru Kōkō Seikatsu,ONA,2018-11-30
21602,4038565913,Ultraman,ONA,2019-04-01
21601,640081350,7SEEDS,ONA,2019-06
21599,2108631009,Trinity Seven: Heavens Library & Crimson Lord,movie 2,2019-03-29
21598,1701007816,Ace of Diamond Act II,TV,2019-04-02
21597,1460763959,PERSONA 5 the Animation: Dark Sun,special,2018-12-30
21594,3921230889,Godzilla: The Planet Eater,movie,2018-11-09
21593,1422586335,Yatogame-chan Kansatsu Nikki,TV,2019-04-04
21592,288416182,Fight League: Gear Gadget Generators,ONA,2019-02-14
21591,1753670795,efficus,OAV,1998-09-23
21590,2287325535,RobiHachi,TV,2019-04-08
21589,2652811650,Kemono Friends 2,TV,2019-01-07
21588,687722938,Fruits Basket,TV 2/2019,2019-04-05
21587,2998288486,Girls und Panzer: The 63rd National High School Sensha-do Games,movie,2018-09-29
21586,2559698746,Cells at Work! Kaze Shōkōgun,special,2018-12-26
21585,3439388782,All Might: Rising The Animation,OAV,2019-02-13
21584,2313371340,Makeruna!! Aku no Gundan!,TV,2017-04-05 to 2017-06-21
21582,1609083392,Forest Fairy Five,TV,2017-01-06 to 2017-03-31
21558,2704916253,Starship Troopers: Traitor of Mars,movie,2017-08-21
21557,2234436353,Carole & Tuesday,TV,2019-04-10
21556,2500644550,Case File nº221: Kabukicho,TV,2019-10-11
21553,2255550328,Zoku Owarimonogatari,TV,2018-11-10
21552,1794234555,Promised Neverland,TV,2019-01-10
21551,1839242374,Hero Mask,ONA,2018-12-03
21550,792197392,Ultramarine Magmell,TV,2019-04-07
21549,2831234360,Magical Sempai,TV,2019-07-02
21548,2686881469,Dimension High School,TV,2019-01-10
21547,1992891958,Psycho-Pass: Sinners of the System,movies,2019-01-25
21544,3627730623,Sarazanmai,TV,2019-04-11
21515,990436586,Laidbackers,movie,2019-04-05
21514,2619839238,Quintessential Quintuplets,TV,2019-01-10
21512,2019536909,Kabaneri of the Iron Fortress: The Battle of Unato,movie,2019-05-10
21511,1433633322,Frame Arms Girl: Kyakkyau Fufu na Wonderland,movie,2019-06-29
21510,2186190699,Rainy Cocoa SideG,TV,2019-01-08
21509,1756137333,Date A Live III,TV,2019-01-11
21508,3524879019,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,TV,2019-07-12
21507,3078238494,Mystery of Kumamon,movie,2019
21497,2233301526,Price of Smiles,TV,2019-01-04
21495,1415096401,Super Dragon Ball Heroes,ONA,2018-07-01
21491,1826085585,Relative Worlds,movie,2019-01-25
21486,1372921846,STARMYU in Halloween,OAV,2018-10-24
21485,1279999780,Certain Scientific Accelerator,TV,2019-07-12
21484,2350635290,Certain Scientific Railgun T,TV 3,2020-01-10
21483,2768741090,ORESUKI: Are you the only one who loves me?,TV,2019-10-02
21480,3448493222,Real Girl,TV 2,2019-01-08
21469,2300435417,"Why the Hell are You Here, Teacher!?",TV,2019-04-07
21450,2536032675,Armor Shop for Ladies & Gentlemen,TV,2018-10-08
21433,1810168157,Aigan Kaijū,TV,2018-10-07
21419,1703382053,Wise Man's Grandchild,TV,2019-04-10
21409,593297108,HIMOTE HOUSE: A share house of super psychic girls,TV,2018-10-07
21408,1301111299,Ones Within,TV,2019-07-07
21406,2958353147,Rascal Does Not Dream of a Dreaming Girl,movie,2019-06-15
21405,906565691,Stand My Heroes: Piece of Truth,TV,2019-10-07
21403,2155892960,Royal Tutor,movie,2019-02-16
21402,1755514427,"Sono Toki, Kanojo wa.",TV,2018-10-06
21401,2514776696,Kaguya-sama: Love is War,TV,2019-01-12
21372,2170722205,Hot Night With My Boss in a Capsule Hotel,TV,2018-10-07
21371,1552378799,Magnificent KOTOBUKI,TV,2019-01-13
21370,1628464900,Senran Kagura Shinovi Master,TV,2018-10-12
21369,589521551,Seizei Gambare Mahō Shōjo Kurumi,ONA 2,2018-10
21368,1870704740,Kira Kira Happy Hirake! Cocotama,TV,2018-09-06
21367,4130734038,"Hora, Mimi ga Mieteru yo!",TV,2018-08-25
21366,1827675686,Devidol,TV,2018-10-04
21363,3201190704,Zombie Land Saga,TV,2018-10-04
21362,1463558384,I'm glad I could keep running,TV,2018-10-08
21309,4209052579,[email protected] SideM Wake Atte Mini!,TV,2018-10-09
21307,1589395274,Would You Like Some Coffee?,ONA,2018-08-24
21301,2890906043,Conception,TV,2018-10-09
21294,3388376888,We Never Learn: BOKUBEN,TV,2019-04-06
21293,3469120521,Inazuma Eleven: Orion no Kokuin,TV,2018-10-05
21292,1108107279,Kakegurui,TV 2,2019-01-08
21291,1978747489,Pastel Life,ONA,2018-05-17
21290,3291320744,BanG Dream! Girls Band Party! Pico,ONA,2018-07-05
21289,2504506359,BanG Dream!,TV 2,2019-01-03
21288,3547776267,Mahjong Hishō-den - Naki no Ryū: Hiryū no Shō,OAV,1991-08-23
21286,1812401710,Fafner THE BEYOND,TV,2019-05-17
21285,1778834227,Saint Seiya: Saintia Shō,ONA,2018-12-10 to 2019-02-18
21284,1634810900,Bermuda Triangle: Colorful Pastrale,TV,2019-01-12
21283,1146805305,Stars Align,TV,2019-10-10
21282,1929303469,One Punch Man,TV 2,2019-04-03
21281,420153126,Rinshi!! Ekoda-chan,TV 2019,2019-01-08
21280,1804370013,Kemurikusa,TV,2019-01-09
21278,1950344018,"Kiss Made, Ato 1-Byō.",ONA,2018-08-10
21277,1565815554,Beatless Final Stage,TV,2018-09-25
21274,2042995944,Namu Amida Butsu! -Rendai Utena-,TV,2019-04-08
21273,1636926566,Strike The Blood III,OAV,2018-12-19
21272,2180322497,Circlet Princess,TV,2019-01-08 to 2019-03-26
21271,1219586195,Robot Girls NEO,ONA,2018-08-18
21270,1897611599,My Roommate is a Cat,TV,2019-01-09
21268,2761796531,Tsurune: Kazemai Kōkō Kyūdō-bu,TV,2018-10-14
21266,1360633624,Grimms Notes the Animation,TV,2019-01-10
21265,86806425,Voice of Fox,TV,2018-10-05
21254,1976053211,Merc Storia: The Apathetic Boy and the Girl in a Bottle,TV,2018-10-11
21252,703176533,Holiday Love,ONA,2018-08-03
21251,2069548171,Code Geass: Lelouch of the Re;surrection,movie,2019-02-09
21250,3091183098,Xuan Yuan Sword Luminary,TV,2018-10-01
21248,870234373,"How Clumsy you are, Miss Ueno",TV,2019-01-06
21247,2423215755,City Hunter: Shinjuku Private Eyes,movie 2019,2019-02-08
21244,3058488719,Yu Yu Hakusho,OAV 2018,2018-10-06
21243,4073101189,Sword Gai: The Animation Part II,ONA,2018-07-30
21242,1057488205,"Okoshiyasu, Chitose-chan",TV,2018-10-05
21240,2225032602,Fate/Grand Order -Absolute Demonic Front: Babylonia-,TV,2019-10-05
21239,1763606245,Bloom Into You,TV,2018-10-05
21238,2135047346,Made in Abyss,movies,2019-01-04
21237,3403649010,Kono Oto Tomare!: Sounds of Life,TV 1,2019-04-06
21228,3814409155,Endro~!,TV,2019-01-12
21227,1655285501,Anima Yell!,TV,2018-10-07
21226,404704900,Magical Girl Spec-Ops Asuka,TV,2019-01-11
21212,3863852872,Walking Meat,movie,2018-07-13
21211,2331905847,Aragne: Sign of Vermilion,movie,2018-07-15
21206,1591177032,Butt Detective,TV,2018-05-03
21205,2619425835,Domestic Girlfriend,TV,2019-01-11
21204,2019425543,Mob Psycho 100 II,TV,2019-01-07
21203,2128823084,Tenka Tōitsu Koi no Ran: Shutsujin! Saika 4-nin Shū,ONA,2018-05-28
21202,2268049429,B-PROJECT: Zecchō Emotion,TV,2019-01-11
21201,1760824796,Boogiepop and Others,TV 2019,2019-01-04
21195,394583889,Modest Heroes,movie,2018-08-24
21194,1874591365,King of Prism: Shiny Seven Stars,TV,2019-04-08
21193,1758205124,Ulysses: Jeanne d'Arc and the Alchemist Knight,TV,2018-10-07
21192,2251380721,Ace Attorney Season 2,TV,2018-10-06
21191,2939679988,Pingu in the City,TV,2017-10-07
21190,1800853679,Midnight Occult Civil Servants,TV,2019-04-07
21189,3693065128,Strike Witches: Road to Berlin,TV,2020-10-07
21187,871909786,Snack World,TV,2017-04-13 to 2018-04-19
21180,640637691,"So I'm a Spider, So What?",TV,2021-01-08
21171,2436619045,Yuri!!! on Ice the Movie: Ice Adolescence,movie,
21145,2139573886,Pretty Guardian Sailor Moon Eternal,movie,2021-01-08
21142,4041216463,Yarichin Bitch-bu,OAV,2018-09-21
21139,1782033177,Monster Strike The Movie: Sora no Kanata,movie,2018-10-05
21138,2858439196,KONOSUBA - God's Blessing on This Wonderful World– Legend of Crimson,movie,2019-08-30
21137,2173400254,Golden Kamuy,TV 2,2018-10-08
21136,2019778318,Space Battleship Tiramisu Zwei,TV 2,2018-10-01
21135,2892067097,Ms. vampire who lives in my neighborhood,TV,2018-10-05
21134,2371608668,Karakai Jōzu no Takagi-san,OAV,2018-07-12
21133,3863243493,Fist of the Blue Sky Regenesis 2,TV,2018-10-01
21132,936818333,Laws of the Universe: Part 1,movie,2018
21131,1718245111,JoJo's Bizarre Adventure: Golden Wind,TV,2018-10-05
21130,2307995185,Jingai-san no Yome,TV,2018-10-02
21128,955632656,Morose Mononokean II,TV 2,2019-01-05
21127,4192269884,Flavors of Youth,movie,2018-07-06
21126,2575052955,Grisaia: Phantom Trigger,OAV,2019-03-15
21125,3760192765,Gurazeni Season 2,TV,2018-10-05 to 2018-12-21
21124,1874729046,Marvel Future Avengers Season 2,TV,2018-07-30
21122,2347884822,revisions,TV,2019-01-09
21121,1906727316,Ingress,TV,2018-10-17
21120,1643286774,Yo-kai Watch: Forever Friends,movie,2018-12-14
21119,1638583880,Iya na Kao Sare Nagara Opantsu Misete Moraitai,OAV,2018-07-14 to 2018-08-18
21116,2902309939,Tokyo Ghoul:re,TV 2,2018-10-09
21115,1542253271,Skull-face Bookseller Honda-san,TV,2018-10-07
21114,3153342054,WATATEN!: an Angel Flew Down to Me,TV,2019-01-08
21112,2157499502,Okko's Inn,movie,2018-06-11
21111,1788942239,Bakutsuri Bar Hunter,TV,2018-10-02
21110,1444180104,Love Live! Sunshine!! The School Idol Movie Over the Rainbow,movie,2019-01-04
21109,2628000102,Starlight Promises,ONA,2018-08-03
21108,3074432410,Certain Magical Index III,TV,2018-10-05
21106,2034593834,Fate/Extra Last Encore: Illustrias Tendōsetsu,special,2018-07-29
21105,1134489398,Overlord III,TV,2018-07-10
21104,860366771,Working Buddies! Season 2,TV,2018-07-06
21103,1482709265,Dies irae: To the Ring Reincarnation,ONA,2018-07-01
21102,3210919879,Sound! Euphonium The Movie - Our Promise: A Brand New Day,movie,2019-04-19
21101,2268287444,Demon Slayer: Kimetsu no Yaiba,TV,2019-04-06
21100,1702208053,"Hello, this is Terumi.",ONA,2018-06-08
21099,3851641130,Girly Air Force,TV,2019-01-10
21079,2016612312,Oshiete Mahō no Pendulum: Rilu Rilu Fairilu,TV,2018-07-07
21078,1644307553,Run with the Wind,TV,2018-10-02
21052,838380551,100 Sleeping Princes and the Kingdom of Dreams: The Animation,TV,2018-07-05
21032,2556383116,AFTERLOST,TV,2019-04-07
21021,606611412,Haikara-San: Here Comes Miss Modern Part 2,movie,2018-10-19
21013,3029003279,Boarding School Juliet,TV,2018-10-05
20961,3032637075,Gakuen Basara: Samurai High School,TV,2018-10-04
20960,1821802056,One Piece: Episode of Skypiea,special,2018-08-25
20937,2197857116,Yamishibai: Japanese Ghost Stories,TV 6/2018,2018-07-06
20918,2488833675,Music Girls,TV,2018-07-06
20917,1980509283,Gintama,TV 7/2018,2018-07-08
20916,1768326381,Mr. Tonegawa,TV,2018-07-03
20911,1538180996,Kimi no Iru Machi,OAV 2014,2014-01-17
20902,1710140773,PriPara & Kiratto Pri☆Chan: Kira Kira Memorial Live,movie,2018-05-05
20901,2795822368,Agū: Tensai Ningyō,TV,2018-07-09
20900,2770730805,To Be Heroine,TV,2018-05-19
20899,3680210946,Fate/stay night: Heaven's Feel II. lost butterfly,movie,2019-01-12
20897,2445314375,One Room Second Season,TV,2018-07-02
20896,1168895757,Boku wa Robot Goshi no Kimi ni Koi wo Suru,movie,
20895,2129832951,Free! -Dive to the Future-,TV,2018-07-11
20894,1202963469,Sirius the Jaeger,TV,2018-07-12
20891,1841356604,Revue Starlight,TV,2018-07-12
20882,2698088421,Kami-sama Minarai: Himitsu no Cocotama,TV 2,2017-04-06
20881,3004462572,Pazudora,TV,2018-04-05
20880,2802280564,Kekkeroke,TV,2018-04-05
20877,1432195437,Duel Masters!,TV 2018,2018-04-01
20876,775014588,Cardfight!! Vanguard,TV 2018,2018-05-05
20856,2909171039,Hitori No Shita The Outcast 2 Zensei Chapter,TV,2018-05-01
20853,2224783625,"My Sister, My Writer",TV,2018-10-10
20852,1511913529,Mobile Suit Gundam Narrative,movie,2018-11-27
