id,plot_summary,num_episodes,title
6843,"Tsuna is a hapless youth with low test scores and lower self esteem. His mother hires a tutor to help Tsuna out, but it comes as a surprise to the both of them when the tutor is a baby named Reborn, claiming to be from the Mafia. Reborn informs Tsuna that he's the next heir to the Vongola family mafia family and tries to help Tsuna reach the goal. Reborn possesses the Dying Will bullet, which kills a person and brings them back to life to fulfill the last regret they had, and even works to get Tsuna some henchmen to make him a true mafia boss-in-training.",203,Reborn!
6836,"Hikari is a 10 year old girl that wants to be a top coordinator just like her mother. She recieves the starting Pokemon - Pochama, after saving it from an Ariados's attack. Meanwhile, after conquering the Battle Frontier and motivated by his old rival Shigeru, Satoshi sets off to the far away land of Shin'ou. Once there, he meets Hikari and is reunited by his old friend Takeshi. Hikari - aiming to be top coordinator, and Satoshi - aiming to be a Pokemon Master and battle in the Sinnoh League, venture in the land of Shin'ou...Meeting lots of new Pocket Monsters, ""Pokemon"" for short, along the way.",191,Pocket Monsters: Diamond & Pearl
6832,"Okajima Rokuro—now known almost exclusively as ""Rock""—was once a typical, put-upon Japanese businessman. Then, on a routine business trip, he was kidnapped and ransomed by the Lagoon Company: a band of mercenary pirates operating out of the crime-riddled city of Roanapur. Abandoned by his bosses, he joined the Lagoon Company. Now he must try and stay afloat amongst the ever-shifting politics of the criminal underworld, while simultaneously avoiding death at the hands of his quick-tempered, gun-toting co-worker, ""Two Hand"" Revy.",12,Black Lagoon: The Second Barrage
6830,"Venus Versus Virus revolves around the life of a young girl named Sumire Takahana who has had the power to see ghosts since she was a small child, though no one believes her. One night while running to her dorm building to make curfew, a broach flies out of no where and she pricks her finger on it and sees a demon. Suddenly, another girl clad in gothic lolita clothing arrives bearing a huge gun and kills the demon. Once the ordeal is overwith, the girl gives Sumire a flier for a local clothing store, Venus Vanguard. When Sumire comes to the store, the girl, whose name is Lucia Nabashi, she explains to her that because she pricked her finger on Lucia's broach, Sumire now has the power to see demons as well as ghosts. Additionally, Lucia now wants Sumire to help her rid the world of these demons called Virus that threaten to consume all of humanity.",12,Venus Versus Virus
6829,"Sara Werec comes from a respected military family and when her brother Ralph leaves for the frontlines of an interstellar war she makes a promise to follow in his footsteps and join him one day. However the next time she sees her brother he has become a traitor and is leading an enemy attack on her training base. Defeated and disgraced, Sara loses her status in an elite military unit and now must start over as a common pilot and work her way back up so she can once again confront her brother.",13,Strain: Strategic Armored Infantry
6828,"Set 10 years after the events in Lyrical Nanoha A's, now three Rank S mages, Nanoha, Fate and Hayate are working for the Time-Space Administration Bureau. Following Hayate's dream to make her own division that helps into all kind of disasters, including the Lost Logia cases, Fate and Nanoha including their own trainees, create Riot Force 6. Unfortunately not all can go as planned, because uncontrolled Lost Logia will get in the way of Riot Force 6 and is up to Nanoha, Fate and Hayate to deal with them while training their new trainees and helping with other tasks that arise along the way.",26,Magical Girl Lyrical Nanoha StrikerS
6827,"Ai Enma once again returns as the Jigoku Shoujo, who uses Jigoku Tsuushin (Hell Hotline) to allow people to post their grudges on their tormentors, sending them straight to Hell. In exchange, the users of the website will end up in Hell after they die. Meanwhile, a mysterious girl with purple eyes called Kikuri appears and seems to have strange intentions towards Ai and Jigoku Tsuushin's operation.",26,Hell Girl: Two Mirrors
6825,"Aoba Riku has just transferred to a new high school because of his father's job, and things aren't quite what he expected. The headmaster's secretary controls the school while espousing the virtues of academic freedom, the teachers are even stranger than normal teachers, and half the student body is walking around with animal ears on. On his very first day, Riku is unfortunate enough to find himself at the center of the student council's latest event, which has him running for his life. All this on top of the normal high school rigour of popularity contests, crushes, and homework makes it unsure whether Riku will be able to survive this new school.",25,Tokimeki Memorial ~Only Love~
6824,"Set in a town where an eternal rainbow hangs over its denizens and grants them the gift of magic under the condition: when two hearts are one, anything the Giver wishes for will come to pass. Haruhiko Amami faces an emotional struggle when his non-related foster sister Riko Fukumine returns to his town after many years of seperation. A tangle of crushes and hopes also serve to compound matters further.",12,Gift - eternal rainbow
6819,"The Shogunate is in its final years, and war is fast approaching. When Yojiro Akizuki, a dark and mysterious mercenary, nears something supernatural with some kind of importance to him, the ornament on the end of his sword hilt waves in its direction, his eyes glow mysteriously, and he is driven to go after it. He comes across a traveling theater group who is out for revenge for the killing of the parents of the group's leader, and whose mysterious playwright likes to secretly help along events of history. Yojiro joins them to lend them his skill against their enemies, while dark conspiracy continues to follow behind him.",26,Intrigue in the Bakumatsu - Irohanihoheto
6818,"Kyouhei, Ranmaru, Takenaga, and Yukinojou are beautiful, handsome, young men living in a huge mansion. One day, their landlord, whom they call ""Auntie"", asks them a favor: to make her niece, Sunako, who's going to be living with them, into a respectable young lady. She agrees to make their living expenses free of charge if they succeed, but if they fail, she'll triple their rent. Due to their confidence in knowing how to deal with women, they agree, but once they meet Sunako, they begin to realize that their lovely living arrangements may soon be in jeopardy.",25,Wallflower
6817,"Telling ghost stories is a favorite past time of Mai Taniyama and her friends—that is, until she meets 17-year-old Kazuya Shibuya, the man sent by Shibuya Psychic Research Center to investigate paranormal activity at a supposedly haunted school. When Mai gets caught in a dangerous situation, she is rescued by Kazuya's assistant. Saving her lands the assistant incapacitated, and Kazuya demands that Mai become his assistant, instead...",25,Ghost Hunt
6816,"Genius bartender, Ryu Sasakura makes the most incredible cocktails anyone has ever tasted. Seeking his ""Glass of God"", individuals from all different walks of life visit his bar. With both a compassionate ear and a godly drink, Ryu helps people with their problems.",11,Bartender
6814,"It is the year 3567 and an Olynssis barrier that disrupts space and time covers all of Earth. The planet is also being overrun by organic machines called Gardeners, which seek to exterminate all humans on the planet. Tokito Aizawa is part of a group of hunters who destroys Gardeners and sells the scraps. Although, after encountering a girl named Tea, who calls him 'Koichi', and her machine, Silver, his life becomes more complicated.",12,Gin-iro no Olynssis
6811,"Yuno has been accepted to her dream school: Yamabuki Arts High School. To attend the school, Yuno moves and starts to live in a small apartment building named the Hidamari Apartments located near the school. Once there, she starts making new friends like her classmate Miyako and the second year students, Hiro and Sae. Surrounded by good friends, Yuno starts moving towards her dream of being an artist.",12,Hidamari Sketch
6809,"Kuu Shiratori often fantasizes and dreams of her ""prince"", and longs to meet him as her ordinary school life in the school-city of Academia proceeds. One day, a young man, Kyoshiro Ayanokoji, transfers to her class, and strangely enough, bears a striking resemblence to the prince of her dreams. Kuu is elated, but soon after things start to not go her way, as she soon finds out that Kyoshiro is different from how she imagined him to be. However, after Kyoshiro saves her after she gets caught in the middle of a fight involving mechanical creatures and magic she has never witnessed before, she begins to appreciate him once again, and thus, a beautiful relationship between two young people commences.",12,Shattered Angels
6807,"Lovedol is a six girl pop-idol group put together by Tomohiro Fujisawa, their manager. The first two Lovedol groups were so highly successful that Tomohiro's boss wants him to make a third group. Trying something different he tries to make a four girl pop-idol group, but their debut gets postponed by the owner. They appear to missing something. That something is anyone guess.",12,Lovedol ~Lovely Idol~
6806,"Yoshimori Sumimura, a 14-year-old junior high school boy, is a Kekkaishi, an exterminator of monsters. He is vying with Tokine Yumikura to be the heir to the Sumimura clan. Tokine is older than he, and she is his childhood friend as well as his rival Kekkaishi. To save people from danger, and to make himself stronger, Yoshimori fights against monsters.",52,Kekkaishi
6804,"Strange suicides have been taking place in New York. One day, four girls from the same high school wake up in the morning feeling tired and dizzy and not being able to remember anything about the previous night. In school, they find out that one of their classmates has committed suicide. School is canceled for the rest of the day, but instead of going home, the girls are drawn to a park by butterflies only they can see. Suddenly a man and a woman approach the girls, telling them that they all died the previous night.",22,Red Garden
6803,"Mamoru Yoshimura was accepted into a school for Beatrices due to his high intellect. ""Beatrices"" are people who have special abilities. On his first day, he meets Ayako Takasu, AKA the Beatrices' Angel of Death, a pretty and popular female student who has exceptional Beatrice abilities. During their first encounter, Ayako, who is usually a cold person and is regarded as somewhat of a loner, suddenly confesses her feelings for Mamoru. After Mamoru becomes inducted into the Student Council as Ayako's aide, he becomes involved in the dangers and mysteries of the Beatrices.",24,Venus to Mamoru
6800,"Haruhi Kamizaka having been rescued when she was young, by a boy mage, longed to be a mage herself, so she enrolled into a special school that allows regular and magic classes. Along her rival and best friend, Anri Hiiragi, she studies magic while she searches for the boy that saved her years ago, to give him a Valentine's chocolate.",12,Happiness!
6789,The year is 2035 and schools have been suffering from a lack of child birth which has caused many of them to close. An energetic girl named Manami Amamiya transfers to a new school where she quickly becomes the student council president and starts to bring back some vigor in the students' lives.,12,Gakuen Utopia Manabi Straight!
6786,"The Inhabitants of the Star are attacking Humans on the planet Tokinea, for polluting it with a machine civilaization. Humans who have only survived by science, wage war on the Inhabitants of the Star and have created ""Demon Gods"", powerful weapons, to destroy the Inhabitants of the Star. Now Yuuji and his new partner ""Demon God 7"", whom he named Honoka, are the Ultimate weapon to destroy the Inhabitants of the Star.",12,Hanoka
6764,"Allen Walker, a young man with a cursed eye, lives to destroy a weapon known as Akuma. These weapons created by the Milleneum Earl are sent out by his command to purge the world from humans. Allen Walker uses an anti-akuma weapon, Innocence, to counter the Earl's attempts at destroying humanity. He travels to the Black Order by his mentor's directions. There he meets with others who also fight against the Milleneum Earl's plans. But more questions start to appear as Allen and his friends move further along to reach their goal. And these questions that seem to connect to Allen's past.",103,D.Gray-man
6730,"Feudal Japan is attacked by beasts called 'Youi'. Ryuudou Yukiatsu, a 'floater' and an employee at a bath house has the power of Ayagami (""The power to find the words behind things"") which can be used in fighting against the Youi. That's why the members of a Youi-fighting group Bansha Aratamesho, called the Ayashi, are looking for Yukiatsu - they want him to become an Ayashi as well. Yukiatsu runs into a woman and a son who are chased by a Youi and has to face the past he's been running away from.",25,Ghost Slayers Ayashi
6722,"A race of cannibal monsters called the Shokujinki exists and it is the job of the Kifuuken, an elite group of beast-hunters, to stop them. Toshihiko Momota, an expert swordsman and son of the Kifuuken organization's leader, unexpectedly falls in love at first sight with a beautiful girl named Yuka. However, the couple's relationship is much more complicated than it seems at first glance, for Yuka is a Shokujinki.",13,Kemonozume
6708,"Negi Springfield has graduated from magic school and is sent off to Japan to further his studies. He becomes the homeroom/english teacher at an exclusive private school and has run-ins with an enemy of his father, as well as with Asuna, who makes his life a living hell, and that's before she discovers his secret. He learns about (and from) his students and about himself in order to become a master mage, like his father before him.",26,Negima!?
6704,"The Empire of Britannia has invaded Japan using giant robot weapons called Knightmare Frames. Japan is now referred to as Area 11, and its people the 11's. A Britannian who was living in Japan at the time, Lelouch, vowed to his Japanese friend Suzaku that he'd destroy Britannia. Years later, Lelouch is in high school, but regularly skips out of school to go play chess and gamble on himself. One day, he stumbles on terrorists 11's who've stolen a military secret and is caught by a member of the Britannian task force sent after them, who is Suzaku. As the rest of the squad arrives, Suzaku is shot for disobeying orders, while the military secret, a young girl, gives Lelouch the power of Geass, which makes anyone obey any order. While Suzaku is secretly made the pilot of Britannia's brand new prototype Knightmare, Lancelot, Lelouch becomes the masked Zero to lead the rebellion to destroy Britannia once and for all.",25,Code Geass: Lelouch of the Rebellion
6703,Abe no Masahiro is the grandson of the greatest onmyouji Abe no Seimei. His grandfather sealed his sixth sense (the ability to sense monsters) in order to protect him. He doesn't know about it until he meets Mokkun. While fighting his first monster he breaks the seal and his quest to become the next greatest onmyouji begins.,26,Shonen Onmyouji
6698,"In their closed-off underground village, Kamina and Simon chafe at the limits imposed by the village elder. Yet all this will change, when Simon stumbles across a fantastic device—just as the village's peace is broken by a violent intrusion.",27,Gurren Lagann
6688,"Hiroko Matsukata is a woman who works for a magazine company. She puts all she has into her work, and is known as a strong, straight-forward working girl, who can at will turn herself into Hataraki man (working man) mode. Despite Hiroko's success at work, her life lacks romance. Even though a hard worker, she'd leave early anytime to go on a date. Too bad her boyfriend is even bigger a workaholic than Hiroko.",11,Hataraki Man
6678,"In the year 2010 AD, Hyper Hurricanes born concurrently all over the world caused severe damage. Five billion people lost their lives, decreasing the world's population to 3 billion. Existing economies and militaries were wiped out. Countries were frozen under solid ice, plains sank beneath seas, the world was changed dramatically. Human civilization enters a chaotic era. Poverty flourished outside of these ecomomic zones and slums were widespread. The ruling class called themselves Logos and maintained their position by force of arms. They call the poor Revenus, who are exiled to live outside the special economic areas. Time has passed since then. Katsuragi Jo and Tsurasawa Jin, escape from Phantom, a force organised to watch Revenus and to suppress renegade elements of the Logos, taking with them a mysterious girl, Noto Sana. There are many who are interested in her, all with their own reasons.",12,Innocent Venus
6676,"Kazuki has been awaiting 10 years for the day when her neighbours moved back to their old house. She has a crush on Yuuji, whom she considers as her first love but to whom she never managed to express her feelings for him before they moved out. Yuuji often comes over to play with Kazuki, Kazuki's older sister Hatsune and Yuuji's sister Marie when they were kids. Her ideal depiction of Yuuji was soon shattered when he turned out more than she had expected, him acting all ecchi during their reunion. With their parents off in South America, both families must learn to live with each other and rekindle the childhood feelings they shared together. Things get even more crazy as they attend the same school.",13,Tona-Gura!
6675,"A young girl named Ange is summoned to a Sacred Land and is chosen as the Legendary Etoile, whose mission is to save the newly-born Cosmos of the Holy Beast, which has recently fallen under a crisis. With the support of nine Guardians (who have the power of nine elements), she embarks on a journey to save the dying land of the Holy Beast and to discover her true self.",13,Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki
6674,"Haruma Kawagoe is an only child. A long time ago, at Christmastime, his mother miscarried the child that was to have been his baby sister. That night, young Haruma knelt down and offered up an earnest prayer: ""Please make my mother well again, and please give me a little sister."" Years have passed, and Haruma has nearly forgotten his prayer. But Santa hasn't.... one Christmas, when Haruma is least expecting it, he gets an unusual present - his sister.",24,Chocotto Sister
6660,"Meet Louise, a budding magician. The students at the Tristein Academy call her ""Zero Louise"", due to her current record of zero successes with magic. In fact, her magic tends to go spectacularly wrong. Now, as an important test of her aptitude for magic, she must summon a familiar to be her servant. At this critical moment, she summons up all her magic and wishes for a familiar that is ""devoted, beautiful and powerful"", and gets... Hiraga Saito, an ordinary Japanese boy. It's difficult to say who is more surprised and dismayed, but the rules don't allow for second attempts. Louise is stuck with her strange familiar, and he with her.",13,Familiar of Zero
6655,"Nanami Takahashi is a high school student entering her first year. Immediately on her first day however, she becomes the victim of a practical joke by the school's most popular guy, Motoharu Yano, who coincidentally also ends up in her class. While the two get off to a rocky start, they soon find themselves falling in love with one another and begin dating. But their relationship is marred by Yano's past which includes the death of Yano's previous girlfriend, Nana Yamamoto, and the betrayal surrounding her death. To make matters more complicated her younger sister, Yuri, is in the same class as Yano and Nanami. As Yano struggles to come to grips with Nana's death and his unresolved feelings for her, so too must Nanami learn to understand Yano if the two hope to continue their relationship with one another.",26,Bokura ga Ita
6634,"['Balsa the spearwoman is a wandering warrior, who takes on the task of saving lives, in atonement for a past sin. On her journey, she happens to save a prince, and is tasked with becoming his bodyguard. And he is going to need one, for his own father, the emperor, wants him dead.', ""Balsa, the spear wielder and bodyguard, is visiting the New Yogo Empire. She is hired to protect the Second Prince, Chagum, who is endangered because he is possessed by a being despised by his father, the Emperor, who ordered his assasination. The two go on a perilous adventure for the survival of the prince. Throughout the story, Balsa's past will come to light and they will uncover mysteries about Chagum's condition while developing a family-like relationship with each other and others.""]",26,Moribito - Guardian of the Spirit
6619,"Mizuho, a young boy who has recently lost his grandfather, strives to obey his last wish—graduate from Seio, a private female-only school. In order to complete this last wish, Mizuho disguises himself as a female with some help from his childhood friend, Mariya and another Seio student, the wise Shion. Mizuho eventually meets two younger girls, Yukari and Kana, whom she and Mariya must mentor. He also meets an old rival of Mariya’s—the traditional Takako. Mizuho’s journey is filled with many obstacles including using feminine language, adhering to feminine behaviors and even competing in an election to school office.",12,Otoboku - Maidens Are Falling for Me!
6606,"Miki Onimaru is a poster girl that works at her mother's Chinese ramen restaurant. She appears to be a normal girl, but she can become very violent if provoked. She picks a fight with her mother and accquaintances as a result on an almost daily basis, causing a series of troubling mishaps in their otherwise normal lives.",12,Ramen Fighter Miki
6604,"Once a year prestigious Rikkyouin High School has a lottery to determine the next year's Student Council membership. On their first day of school Chihiro Enomoto wins the presidency while his childhood friend Tokino Akiyama picks the vice-president's ticket. There is one catch though, they must first pass a one year apprenticeship under the current Student Council and any failure to perform the tasks assigned, however minor, will result in immediate expulsion from the school.",12,Kujibiki Unbalance
6603,"The Yamada sisters, Kyo (15) and Asu (9), are students studying in secondary and primary schools respectively. Their mother has passed away while their father ran away after incurring debts due to gambling. Despite the difficult circumstances, both of them decide to overcome the unhappiness and welcome their days with enthusiasm and pride. Fortunately, with the change in the law system several years ago, Kyo is able to study and simultaneously, take up temporary jobs (such as distributing newspapers and tutoring) so as to support the family and make ends meet. On the other hand, Asu will take charge of household chores, prepare meals and manage the financials to assist her older sister. Surrounding them are also good and kind neighbours such as the novelist, Saegusa-san, and the aunt at the public bath who will watch over them. Although life is difficult and at times painful, the sisters are happy to have each other.",10,Binbō Shimai Monogatari
6601,"One night, Kazuki Muto jumps in to try to save what he thinks is a girl in distress from a monster and instead gets impaled through the heart. The girl, Tokiko, is actually an alchemic warrior with a Busou Renkin, name of Valkerie Skirt, with the mission to exterminate Homunculi. She implants the only other successful work of alchemy than the Homunculus, the Kakugane, to take the place of Kazuki's heart. The Kakugane resonates with his fighting spirit and forms a Busou Renkin (in his case a spear) so he can fight the Homunculus monsters who prey on humans. Kazuki joins with Tokiko to battle with the Homunculi and protect his friends and his sister Mahiro.",26,Buso Renkin
6592,"Yagami Light is an ace student with great prospects, who's bored out of his mind. One day he finds the ""Death Note"": a notebook from the realm of the Death Gods, with the power to kill people in any way he desires. With the Death Note in hand, Light decides to create his perfect world, without crime or criminals. However, when criminals start dropping dead one by one, the authorites send the legendary detective L to track down the killer, and a battle of wits, deception and logic ensues...",37,Death Note
6582,"When Yoshinaga Futaba wins the first prize in a lottery, the prize turns out to be a stone gargoyle. More surprising yet, the gargoyle turns out to be alive.",13,Gargoyle of Yoshinaga House
6571,"Four Netherworld Princesses have come to the human world: witch Uma, vampiress Pachira, werewolf Liru, and android Aiko. But they know nothing about human life and their mistakes make up their daily adventures. Meanwhile, the evil Dr. K-ko wants proof of the supernatural to gain admittance into the scientific elite and what better than one, or all, of the princesses—if her plans didn’t have a tendency to go awry.",15,Renkin 3-kyū Magical? Pokān
6564,"Nina,thinking it was a lolly, swallows the Crystal Pearl. But the collection of the Crystal Pearl was a test for the magicians. To retrieve the crystal, a special medicine has to be made so now Zero and Ichii, the magicians, have to protect her from others while waiting for the medicine to be completed.",12,Save Me! Lollipop
6556,"'It is said that 70% of human brain capacity is unused. If human posses incredible power, it is strongly believed to be lying dormant within this region. This unused 70% brain capacity is known as ""Night Head"".' The famous work 'NIGHT HEAD' is going to break the silence... They were abandoned by their parents because of the psychic power they possess. They are the Kirihara brothers, who lived in a labatory within a barrier-protected forest. They have escaped from the labatory, and a new wave of 'Revolution' is about to arise... A new ""Night Head"" is about to awaken.",24,Nighthead Genesis
6555,"Momoko Kuzuryuu is a martial-arts crazed teenage girl who has grown up in the mountains with her father, a legendary fighter. However, one day her father tells her that because she is a girl, she will never be able to master the family's ultimate technique. The only thing for her to do is go marry the strongest warrior, and produce the strongest offspring. Her unlikely fiance is the handsome but weak Koushi Inuzuka, the son of her father's best friend and rival. Their marriage was agreed upon by their fathers before they were born. However, Koushi has no interest in martial arts; in fact, he is a coward who freezes whenever he sees violence. Instead, he wants to become a prosecutor, so that no criminal can escape capital punishment. Despite Koushi's adamant refusal to marry her and his subsequent displays of cowardice, Momoko falls in love with him and swears to remain in his house and train with his father in order to become the strongest fiancee ever.",22,Sumomomo Momomo - Chijō Saikyō no Yome
6552,"After a long war with the Republic of Frost, the Empire abruptly signs a cease-fire, ending the war. Three years later, the Empire is in ruins with starvation and plague. Former soldiers have become bandits. Former Anti-Tank Trooper, Randel Orlando, unexpectedly runs into and joins the Pumpkin Scissors platoon, an Imperial Army relief effort led by Alice L. Malvin to restore order to the war-torn Empire.",24,Pumpkin Scissors
6551,"['The Earth and the Moon\'s Sphere Kingdom have long had a poor relationship due to a devastating war years earlier, but Sphere Kingdom Princess Feena Fam Earthlight seeks to make steps towards changing that by doing a homestay on Earth at the home of the Earth President\'s secretary, in order to learn more about life on Earth. This is not the first time that Feena and the secretary\'s teenage ""brother"" Tatsuya have met, though, and the connection of the past contributes toward love in the present. Their love could paint a new future for Earth-Moon relations, but the resulting complications also threaten to tear everything - even the fragile international peace - apart.', 'The moon and the earth are linked by a single contact point, ""Mitsuru ga Sakichau Ouren Rakuniushi"" where Tatsuya lives under the supervision of the Sphere Kingdom (Moon Kingdom)\'s Princess Feena Fam Earthlight who is coming to stay at his home.']",12,Brighter than the Dawning Blue
6548,"Samatarou is not just an average high-school boy, the truth is that he is the son of a god, his mother is a goddess and his sisters are candidates to become goddesses. They are living in the human world, because they want their boy learn about the human customs and the habits of the creatures that they are protecting, so that in this way Samatarou will become a better god. Tenko is a angel assigned to look after Samatarou. She's born the same day, same year as Samatarou and have been close friends ever since. Life seems normal but things start to change with the appearance of a transfer student named Kumiko. Samatarou falls in love with her and from now on, things will be a lot more different for him. His decision of making her fall in love with him without using his powers will put him in trouble.",13,Kamisama Kazoku
6547,"Karada is a young girl who hates being treated like a child and who wishes to be grown up. Shoko is an aloof, unhappy young woman who has just returned from overseas. When they meet by coincidence one night at a local shrine where they both like to make wishes, they exchange ages.",12,Living for the Day After Tomorrow
6544,"The People's Army led by Michel stands against Vetti's newly founded empire. Upon seeing how strong the Glass Battleship is, Michel tries to get Cleo, the captain of the Glass Battleship, to help People's Army overthrow Vetti's empire. And together they fight against Vetti's empire.",26,Glass Fleet
6536,"During the time when Louis XV still ruled France, a certain woman was found dead in the coffin floating through the Seine river. D'Eon, the woman's brother, determines to seach for the killer of his sister, Lia. But there are some strange movements in France. And things become more strange when Lia's soul enters D'Eon's body...",24,Chevalier D'Eon
6535,"It is two hundred years after the beginning of the Space Era, when human civilization on Earth began expanding into space. However, by the start of the 21st century, two meteors struck the planet, sending humanity into chaos. By the year 179 of the Space Era, secret technology, dubbed Extra-Over Technology, or EOT, was discovered by the Earth Federal Government within a third meteor that hit Earth in the Marquesas Islands of the South Pacific. Dr. Bian Zoldark, head of the EOTI Institute (Extra-Over Technological Investigative Institute), had evidence the creators of the EOT were heading to Earth, in order to reclaim it...or worse, invade the planet. In order to defend humanity from extraterrestrial threats, the government begins to research and develop humanoid mecha called Personal Troopers.",25,Super Robot Wars OG: Divine Wars
6512,"Kuro Daijuuji is a poor detective living in Arkham City. One day, he was requested by Ruri Hado of Hado Financial Group, to search for a magic book. While he initially refused, Ruri offered him a large sum of money upon completion of her request, in which bribed Kuro to accept. As Kuro searches for the book, he unexpectedly runs into Al, a pretty girl that is actually a powerful grimoire. They forge a contract with each other, bestowing Kuro with powerful magic. Soon afterwards, Al also activates Demonbane, a deus machina owned by the Hado Financial Group, to combat the mechanical menace from the Black Lodge. With this, the war between the Hado Financial Group and the Black Lodge begins....",12,Demonbane
6509,"The Strahl candidates are enjoying a brief holdiay in their various homes. However, many surprises await them when they finally come back to their elite boarding school: Rosenstolz Academy. There is a new headmaster, and his policies are not necessarily to the advantage of the main characters.",13,Ginyuu Mokushiroku Meine Liebe wieder
6495,"Sho Wamato and his 5th grade friends, Takumi and Makoto really enjoyed mountain biking (MTB) when they practiced at the practice field, also known as the ""X-Zone"". Takumi was a skilled mechanic, while Makoto was a competitive female rider. Then one day, Sho was challenged by an MTB team named ""Shark Tooth"", and when the day came, black smoke appeared and they were sent to another world known as the ""X-Zone"". To return to their original world, they must compete in the ""Idaten Battles"", which involve races in numerous different setting, including volcanoes, ghost towns, deserts, and even at a cemetery. To win and collect 10 emblems in order to return will be tough, and will involve a loing journey. Will they ever make it back",52,Idaten Jump
6487,the second generation of heroes of the hercules factory has to be done by reopen the hercules factory to fight a new generation of villains of the so called D.M.P. (the villain greil). between the new heroes is the son of the former kinnikuman.,13,Kinnikuman Nisei - Ultimate Muscle
6486,"Mantaro has made it to the semifinal match of the Chojin Cup. He must now fight Ricardo in a soccer field to advance to the last match. Kevin Mask is also in the semifinals, and must defeat Ilioukhine in an aerial field to advance. These three matches will determine who wins the Chojin Cup.",13,Kinnikuman Nisei - Ultimate Muscle 2
6469,"['Aizawa Ryota was in the 3rd grade of the preparatory course of Central Military Academy. AD 2045, he went to a space station, Aries, for the training with his classmates including Nagase Saka and Nittak Kazuhiko. However, the station was attacked by a terrorist group, Hallarax. *Sarara*', 'Aizawa Ryota was in the 3rd grade of the preparatory course of Central Military Academy. AD 2045, he went to a space station, Aries, for the training with his classmates including Nagase Sayaka and Nitta Kazuhiko. However, the station was attacked by a terrorist group, Hallarax.']",13,Soul Link
6467,"When beautiful Tooru transferred to an all-boys school, he received a warm welcome...but little did he know that his new classmates had nominated him for the academy's ""Princess System."" The lovely campus ""Princesses"" must dress as girls (in frilly Gothic Lolita costumes) at school events in order to lighten the stolid masculine atmosphere. Tooru balks at first, but soon comes to realize the advantages of being a ""Princess.""",12,Princess Princess
6466,"With the help of an artificially intelligent tank called Bogie, Honoka attempts to make a living as a jack of all trades for hire in a future devastated by war and full of over-sized insects that plague the sands between towns. One day in her travels she comes across a strange man alone in the desert, but rescuing him has consequences and brings unwanted trouble her way.",24,Third: The Girl with the Blue Eye
6453,"Sunao Konoe starts her first day at a new school and is surprised to find that there is no theater club. So, she decides to make one of her own. But between a childhood friend showing up, the crazy student body, and the arrogant student council president blocking her at every turn, it seems that actually creating the club is going to be more difficult than she thought.",12,Tsuyokiss - Cool×Sweet
6452,"The war over control of a unified Japan, the Sengoku Era, is over and the Toyotomi army has won. Toyotomi has allowed his rival, Tokugawa, to live but since that final battle an evil ayakashi named Yasha reveals to Tokugawa that history says that he should have won the war instead of Toyotomi. Tokugawa agrees to the evil ayakashi power Yasha offers him, and the only person who can stop Tokugawa from ruling Japan and killing Princess Kaguya, who is the link to this alternate present, is Musashi Miyamoto, a young and brash man who follows the way of ""Gun-do"", which mixes together swordfighting with gunplay.",26,Musashi
6451,"Mister is a ""coyote"" or space faring outlaw who has been sitting in prison for a year for a traffic offence. Ten days from release, he breaks out with the help of his old partners Bishop and Katana. He then seeks out Franka who has been left in his care by her dead father and takes her on a journey to find her father's treasure. On their heels are the federal investigators Angelica and Chelsea as well as the android assassins of the Criminal Guild, Madame Marciano's Twelve Sisters.",12,Coyote Ragtime Show
6449,"Ten years after the Holy War in Hong Kong, Mochizuki Jirou, aka the Silver Blade, and the lone hero who fought and defeated the Kowloon Children despite the loss of his lover, returns to Japan with his young brother, Mochizuki Kotaro. The two quickly discover that the Kowloon Children who survived the Holy War are seeking to infiltrate the “Special Zone”—a thriving city protected by an invisible barrier that will not allow Kowloon Children entrance—unless they’re invited. Red Bloods refer to the humans; Black Bloods are the vampires, and the Mochizuki Brothers are Old Blood—the last descendants of an elite clan of vampires. When Kotaro is abducted by one of the Kowloon Children, Jirou has no choice but to fight once more.",12,Black Blood Brothers
6440,"The sequel and final installment to the highly popular series once again delves into the life stories and love lives of Takemoto Yuuta, Mayama Takumi and Morita Shinobu. The story continues where the first season left off, after Takemoto's self-discovery journey around Japan. Of course, the love triangles and tribulations they face will continue, and eventually decide the paths to their future.",12,Honey and Clover II
6430,"On the first day of high school a beautiful girl named Haruhi Suzumiya introduces herself as having ""no interest in ordinary humans"". She asks for any aliens, time travelers, sliders or espers to join her. Watching her weird behaviour is Kyon who sits in front of Haruhi and is the only person who talks to her. When Kyon comments about Haruhi's joining every club in school and then quitting he unwittingly gives Haruhi an idea to start her own after school club. Thereafter Kyon and several others find themselves dragged, literally, into the Save our world by Overloading it with fun Suzumiya Haruhi's Brigade (the S.O.S. Brigade for short).",14,Melancholy of Haruhi Suzumiya
6426,"One year after goddess Belldandy emerged from Keiichi Morisato's mirror and promised to stay with him forever, a new threat to their happiness emerges, one that could end the contract between Belldandy and Keiichi.",24,Ah! My Goddess: Flights of Fancy
