0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
"{'role': 'Usakotsu', 'name': 'Kurumi Mamiya'}","{'role': 'Hell Wolf', 'name': 'Sayaka Aoki'}","{'role': 'Antkiller', 'name': 'Yuu Yamazaki'}","{'role': 'Sunred', 'name': 'Shun Takagi'}","{'role': 'Geirus', 'name': 'Shinobu Matsumoto'}","{'role': 'Armour Tiger', 'name': 'Atsushi Ono'}","{'role': 'Taiza', 'name': 'Atsushi Ono'}","{'role': 'Tenjouura no Juunin', 'name': 'Tomomi Kasai'}","{'role': 'Kayoko', 'name': 'Makiko Nabei'}","{'role': 'P-chan Kai', 'name': 'Makiko Nabei'}","{'role': 'Taremimi', 'name': 'Katsuki Murase'}","{'role': 'Combatant No. 1', 'name': 'Higuchi-Kimi'}","{'role': 'General Vamp', 'name': 'Louis LIII Yamada'}","{'role': 'Devil Neko', 'name': 'IKKI'}","{'role': 'Medaleo', 'name': 'IKKI'}","{'role': 'Mogera', 'name': 'IKKI'}","{'role': 'Samiel', 'name': 'IKKI'}","{'role': 'Sodorrah', 'name': 'IKKI'}","{'role': 'Combatant No. 2', 'name': 'Kagawa no Mizuwari'}","{'role': 'Godom', 'name': 'Kagawa no Mizuwari'}","{'role': 'Khamenman', 'name': 'Kagawa no Mizuwari'}","{'role': 'Gyou', 'name': 'Muneyuki Kawamoto'}","{'role': 'Mogira', 'name': 'Muneyuki Kawamoto'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Chihaya Ikaruga', 'name': 'Yukari Tamura'}","{'role': 'Ryou Washizu', 'name': 'Kazuya Nakai'}","{'role': 'Ibuki Ikaruga', 'name': 'Rina Satou'}","{'role': 'Angela Takatsukasa', 'name': 'Hitomi Nabatame'}","{'role': 'Tsubasa Tsubame', 'name': 'Yui Makino'}","{'role': ""Yoichi's father"", 'name': 'Atsushi Ono'}","{'role': 'Keita Torigaya', 'name': 'Shintarō Asanuma'}","{'role': 'Kagome Ikaruga', 'name': 'Kana Hanazawa'}","{'role': 'Yoichi Karasuma', 'name': 'Nobuhiko Okamoto'}","{'role': 'Ayame Ikaruga', 'name': 'Haruka Tomatsu'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Akihiko Usami', 'name': 'Hikaru Hanada'}","{'role': 'Ryūichirō Isaka', 'name': 'Toshiyuki Morikawa'}","{'role': 'Kaoru Asahina', 'name': 'Ryotaro Okiayu'}","{'role': 'You Miyagi', 'name': 'Kazuhiko Inoue'}","{'role': 'Hiroki Kamijyou', 'name': 'Kentarou Itou'}","{'role': 'Nowaki Kusama', 'name': 'Nobutoshi Canna'}","{'role': 'Shinobu Takatsuki', 'name': 'Daisuke Kishio'}","{'role': 'Eri Aikawa', 'name': 'Noriko Namiki'}","{'role': 'Keiichi Sumi', 'name': 'Isshin Chiba'}","{'role': 'Haruhiko Usami', 'name': 'Kousuke Toriumi'}","{'role': 'Misaki Takahashi', 'name': 'Takahiro Sakurai'}","{'role': 'Takahiro Takahashi', 'name': 'Kishō Taniyama'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Takumi Nishijō', 'name': 'Hiroyuki Yoshino'}","{'role': 'Yua Kusunoki', 'name': 'Chiaki Takahashi'}","{'role': ""Gen'ichi Norose"", 'name': 'Kenta Miyake'}","{'role': 'Rimi Sakihata', 'name': 'Eri Kitamura'}","{'role': 'Sena Aoi', 'name': 'Hitomi Nabatame'}","{'role': 'Nanami Nishijō', 'name': 'Ui Miyazaki'}","{'role': 'Kozue Orihara', 'name': 'Ayumi Tsuji'}","{'role': 'Ayase Kishimoto', 'name': 'Yui Sakakibara'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'America', 'name': 'Katsuyuki Konishi'}","{'role': 'Italy', 'name': 'Daisuke Namikawa'}","{'role': 'France', 'name': 'Masaya Onosaka'}","{'role': 'Russia', 'name': 'Yasuhiro Takato'}","{'role': 'Japan', 'name': 'Hiroki Takahashi'}","{'role': 'United Kingdom', 'name': 'Noriaki Sugiyama'}","{'role': 'China', 'name': 'Yuki Kaida'}","{'role': 'Germany', 'name': 'Hiroki Yasumoto'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Maria Ushiromiya', 'name': 'Yui Horie'}","{'role': 'Shannon', 'name': 'Rie Kugimiya'}","{'role': 'Eva Ushiromiya', 'name': 'Miki Itō'}","{'role': 'Natsuhi Ushiromiya', 'name': 'Emi Shinohara'}","{'role': 'Beatrice', 'name': 'Sayaka Ohara'}","{'role': 'George Ushiromiya', 'name': 'Kenichi Suzumura'}","{'role': 'Battler Ushiromiya', 'name': 'Daisuke Ono'}","{'role': 'Kanon', 'name': 'Yū Kobayashi'}","{'role': 'Ange Ushiromiya', 'name': 'Rina Satou'}","{'role': 'Rosa Ushiromiya', 'name': 'Ami Koshimizu'}","{'role': 'Jessica Ushiromiya', 'name': 'Marina Inoue'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Haruka Tanaka', 'name': 'Erino Hazuki'}","{'role': 'Ryota Sato', 'name': 'Yū Kobayashi'}","{'role': 'Yuki Asano', 'name': 'Satomi Akesaka'}","{'role': 'Megumi Hidaka', 'name': 'Youko Honda'}","{'role': 'Kazumi Aihara', 'name': 'Mako'}","{'role': 'Koji Imai', 'name': 'Megumi Yamato'}","{'role': 'Tsubasa Kawai', 'name': 'Ayahi Takagaki'}","{'role': 'Natsumi Hirakawa', 'name': 'Kana Asumi'}","{'role': 'Chika Koizumi', 'name': 'Asami Shimoda'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Grell', 'name': 'Jun Fukuyama'}","{'role': 'Elizabeth Ethel Cordelia Midford', 'name': 'Yukari Tamura'}","{'role': 'Ciel Phantomhive', 'name': 'Maaya Sakamoto'}","{'role': 'Angela', 'name': 'Akiko Yajima'}","{'role': 'Madam Red', 'name': 'Romi Park'}","{'role': 'Fred Abberline', 'name': 'Hisayoshi Suganuma'}","{'role': 'Sebastian Michaelis', 'name': 'Daisuke Ono'}","{'role': 'Bard', 'name': 'Hiroki Touchi'}","{'role': 'Meirin', 'name': 'Emiri Katō'}","{'role': 'Undertaker', 'name': 'Junichi Suwabe'}","{'role': 'Lau', 'name': 'Koji Yusa'}","{'role': 'Tanaka', 'name': 'Shunji Fujimura'}","{'role': 'Finny', 'name': 'Yuuki Kaji'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Billy Katagiri', 'name': 'Yūji Ueda'}","{'role': 'Revive Revival', 'name': 'Mitsuki Saiga'}","{'role': 'Allelujah Haptism', 'name': 'Hiroyuki Yoshino'}","{'role': 'Lyle Dylandy / Lockon Stratos', 'name': 'Shinichiro Miki'}","{'role': 'Shirin Bakhtiar', 'name': 'Michiko Neya'}","{'role': 'Patrick Colasour', 'name': 'Kenji Hamada'}","{'role': 'Nena Trinity', 'name': 'Rie Kugimiya'}","{'role': 'Kati Mannequin', 'name': 'Minami Takayama'}","{'role': 'Ali Al-Saachez', 'name': 'Keiji Fujiwara'}","{'role': 'Sergei Smirnov', 'name': 'Unshou Ishizuka'}","{'role': 'Saji Crossroad', 'name': 'Miyu Irino'}","{'role': 'Ian Vashti', 'name': 'Hideyuki Umezu'}","{'role': 'Andrei Smirnov', 'name': 'Tetsu Shiratori'}","{'role': 'Regene Regetta', 'name': 'Romi Park'}","{'role': 'Tieria Erde', 'name': 'Hiroshi Kamiya'}","{'role': 'Setsuna F. Seiei', 'name': 'Mamoru Miyano'}","{'role': 'Haro', 'name': 'Arisa Ogasawara'}","{'role': 'Marie Parfacy / Soma Peries', 'name': 'Arisa Ogasawara'}","{'role': 'Louise Halevy', 'name': 'Chiwa Saito'}","{'role': 'Graham Aker / Mister Bushido', 'name': 'Yūichi Nakamura'}","{'role': 'Anew Returner', 'name': 'Ryoko Shiraishi'}","{'role': 'Marina Ismail', 'name': 'Ayumi Tsunematsu'}","{'role': 'Klaus Grado', 'name': 'Tokuyoshi Kawashima'}","{'role': 'Lasse Aeon', 'name': 'Hiroki Touchi'}","{'role': 'Sumeragi Lee Noriega', 'name': 'Youko Honna'}","{'role': 'Wang Liu Mei', 'name': 'Kei Shindou'}","{'role': 'Feldt Grace', 'name': 'Ayahi Takagaki'}","{'role': 'Hiling Care', 'name': 'Miyuki Kawasho'}","{'role': 'Mileina Vashti', 'name': 'Haruka Tomatsu'}","{'role': 'Ribbons Almark', 'name': 'Noboru Sōgetsu'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Yoko Yuzuki', 'name': 'Aya Hisakawa'}","{'role': 'Reijiro Enokizu', 'name': 'Toshiyuki Morikawa'}","{'role': 'Yoriko Kusumoto', 'name': 'Mikako Takahashi'}","{'role': 'Akihiko Chuzenji', 'name': 'Hiroaki Hirata'}","{'role': 'Mysterious Man', 'name': 'Tohru Furuya'}","{'role': 'Morihiko Toriguchi', 'name': 'Daisuke Namikawa'}","{'role': 'Tatsumi Sekiguchi', 'name': 'Hidenobu Kiuchi'}","{'role': 'Bunzou Aoki', 'name': 'Junichi Suwabe'}","{'role': 'Kanako Yuzuki', 'name': 'Haruka Tomatsu'}","{'role': 'Shutaro Kiba', 'name': 'Takaaki Seki'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Reina', 'name': 'Mai Nakahara'}","{'role': 'Sakuya', 'name': 'Akiko Kimura'}","{'role': 'Sōga', 'name': 'Masaya Matsukaze'}","{'role': 'Toki', 'name': 'Hiroki Touchi'}","{'role': 'Raoh', 'name': 'Takashi Ukaji'}","{'role': 'Ryūga', 'name': 'Daisuke Matsubara'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Guy Cecil', 'name': 'Yasunori Matsumoto'}","{'role': 'Jade Curtis', 'name': 'Takehito Koyasu'}","{'role': 'Natalia L. K. Lanvaldear', 'name': 'Michiko Neya'}","{'role': 'Lorelei', 'name': 'Sho Hayami'}","{'role': 'Van Grants', 'name': 'Jouji Nakata'}","{'role': 'Luke Fone Fabre', 'name': 'Chihiro Suzuki'}","{'role': 'Tear Grants', 'name': 'Yukana'}","{'role': 'Yulia Jue', 'name': 'Yukana'}","{'role': 'Anise Tatlin', 'name': 'Halko Momoi'}","{'role': 'Mieu', 'name': 'Miki Maruyama'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Rina Ogata', 'name': 'Nana Mizuki'}","{'role': 'Eiji Ogata', 'name': 'Sho Hayami'}","{'role': 'Akira Nanase', 'name': 'Daisuke Sakaguchi'}","{'role': 'Menō Matsuyama', 'name': 'Rumi Shishido'}","{'role': 'Yayoi Shinozuka', 'name': 'Romi Park'}","{'role': 'Yuki Morikawa', 'name': 'Aya Hirano'}","{'role': 'Haruka Kawashima', 'name': 'Nozomi Masu'}","{'role': 'Tōya Fujii', 'name': 'Tomoaki Maeno'}","{'role': 'Misaki Sawakura', 'name': 'Megumi Takamoto'}","{'role': 'Mana Mizuki', 'name': 'Haruka Tomatsu'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Akira Amamiya', 'name': 'Tohru Furusawa'}","{'role': 'Shūichi Kuze', 'name': 'Kenji Hamada'}","{'role': 'Yū Himura', 'name': 'Kouichi Toochika'}","{'role': 'Chihiro Shindō', 'name': 'Natsumi Yanase'}","{'role': 'Renji Asō', 'name': 'Motoki Takagi'}","{'role': 'Nagi Hirono', 'name': 'Shizuka Itou'}","{'role': 'Sumire Asō', 'name': 'Sayaka Aoki'}","{'role': 'Yūko Amamiya', 'name': 'Yumiko Nakajima'}","{'role': 'Mizuki Hayama', 'name': 'Mai Goto'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Lydia', 'name': 'Kaori Nazuka'}","{'role': 'Idris Tytania', 'name': 'Hiroyuki Yoshino'}","{'role': 'Fan Hulic', 'name': 'Katsuyuki Konishi'}","{'role': 'Doctor Lee Zhang-Chen', 'name': 'Kenyuu Horiuchi'}","{'role': ""Bal'ami Tytania"", 'name': 'Souichiro Hoshi'}","{'role': 'Jouslain Tytania', 'name': 'Daisuke Kishio'}","{'role': 'Francia', 'name': 'Yuki Makishima'}","{'role': 'Louis Edmond Pages', 'name': 'Hiroshi Kamiya'}","{'role': 'Doorman', 'name': 'Tetsu Inada'}","{'role': 'Ajman Tytania', 'name': 'Kenta Miyake'}","{'role': 'Ariabart Tytania', 'name': 'Takashi Kondō'}","{'role': 'Estrades Tytania', 'name': 'Shigenori Sōya'}","{'role': 'Michael Valenkov', 'name': 'Atsushi Ono'}","{'role': 'Salisch Tytania', 'name': 'Taketora'}","{'role': 'Zarlish Tytania', 'name': 'Taketora'}","{'role': 'Alan Mahdi', 'name': 'Takashi Oohara'}","{'role': 'Kallen', 'name': 'Anri Shiono'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Hanabusa Aidou', 'name': 'Jun Fukuyama'}","{'role': 'Yūki Cross', 'name': 'Yui Horie'}","{'role': 'Takuma Ichijou', 'name': 'Susumu Chiba'}","{'role': 'Shizuka Hiou', 'name': 'Fumiko Orikasa'}","{'role': 'Senri Shiki', 'name': 'Souichiro Hoshi'}","{'role': 'Juri Clan', 'name': 'Mariko Kouda'}","{'role': 'Kaname Clan', 'name': 'Daisuke Kishio'}","{'role': 'Haruka Clan', 'name': 'Hirofumi Nojima'}","{'role': 'Luca Sōen', 'name': 'Junko Minagawa'}","{'role': 'Ichiru Kiryū', 'name': 'Mamoru Miyano'}","{'role': 'Zero Kiryū', 'name': 'Mamoru Miyano'}","{'role': 'Rido Clan', 'name': 'Tarusuke Shingaki'}","{'role': 'Rima Tōya', 'name': 'Eri Kitamura'}","{'role': 'Kaien Cross', 'name': 'Hozumi Gōda'}","{'role': 'Tooga Yagari', 'name': 'Hiroki Yasumoto'}","{'role': 'Akatsuki Kain', 'name': 'Junichi Suwabe'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Mikoto Tachibana', 'name': 'Erino Hazuki'}","{'role': 'Mitsuki Shiina', 'name': 'Rie Tanaka'}","{'role': 'Yuuhi Katagiri', 'name': 'Rie Kugimiya'}","{'role': 'Minato Nagase', 'name': 'Aya Hirano'}","{'role': 'Nagomi Shiraishi', 'name': 'Ryou Hirohashi'}","{'role': ""Jun'ichi Nagase"", 'name': 'Wataru Hatano'}","{'role': 'Tsukasa Kiryuu', 'name': 'Marina Inoue'}","{'role': 'Karen Ayanokouji', 'name': 'Emiri Katō'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Ruriko Matsunai', 'name': 'Ayako Kawasumi'}","{'role': 'Lory Takarada', 'name': 'Kouji Ishii'}","{'role': 'Erika Kōenji', 'name': 'Atsuko Enomoto'}","{'role': 'Ren Tsuruga', 'name': 'Katsuyuki Konishi'}","{'role': 'Takenori Sawara', 'name': 'Kenji Hamada'}","{'role': 'Shōko Aki', 'name': 'Rio Natsuki'}","{'role': 'Hiroko Iizuka', 'name': 'Mari Yokoo'}","{'role': 'Seiji Shingai', 'name': 'Hirofumi Nojima'}","{'role': 'Maria Takarada', 'name': 'Hiromi Konno'}","{'role': 'Shōtaro/Shō Fuwa', 'name': 'Mamoru Miyano'}","{'role': 'Kanae ""Mouko"" Kotonami', 'name': 'Risa Hayamizu'}","{'role': 'Taishō (Darumaya Owner)', 'name': 'Haruo Satou'}","{'role': 'Kyōko Mogami', 'name': 'Marina Inoue'}","{'role': 'Yukihito Yashiro', 'name': 'Masahito Kawanago'}","{'role': 'Hiroaki Ogata', 'name': 'Yoshinori Fujita'}","{'role': 'Yūsei Ishibashi', 'name': 'Takafumi Kawakami'}","{'role': 'Hikaru Ishibashi', 'name': 'Takayuki Sasada'}","{'role': ""Shin'ichi Ishibashi"", 'name': 'Tooru Nara'}","{'role': 'Okami', 'name': 'Midori Sangoumi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Leina', 'name': 'Ayako Kawasumi'}","{'role': 'Cattleya', 'name': 'Ryoka Yuzuki'}","{'role': 'Claudette', 'name': 'Atsuko Tanaka'}","{'role': 'Nowa', 'name': 'Mikako Takahashi'}","{'role': 'Melona', 'name': 'Rie Kugimiya'}","{'role': 'Melpha', 'name': 'Sayaka Ohara'}","{'role': 'Tomoe', 'name': 'Mamiko Noto'}","{'role': 'Ymir', 'name': 'Ayaka Saito'}","{'role': 'Elina', 'name': 'Kaori Mizuhashi'}","{'role': 'Nanael', 'name': 'Aya Hirano'}","{'role': 'Echidna', 'name': 'Yuki Kaida'}","{'role': 'Listy', 'name': 'Yuko Kaida'}","{'role': 'Menace', 'name': 'Yuko Goto'}","{'role': 'Alleyne', 'name': 'Eri Kitamura'}","{'role': 'Shizuka', 'name': 'Hitomi Nabatame'}","{'role': 'Irma', 'name': 'Yui Kano'}","{'role': 'Airi', 'name': 'Kanae Itō'}","{'role': 'Aldra', 'name': 'Miyū Takeuchi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Wolfram', 'name': 'Mitsuki Saiga'}","{'role': 'Shin-Ō', 'name': 'Shinichiro Miki'}","{'role': 'Conrad Weller', 'name': 'Toshiyuki Morikawa'}","{'role': 'Guenter von Christ', 'name': 'Kazuhiko Inoue'}","{'role': 'Alford Maquina', 'name': 'Kentarou Itou'}","{'role': 'Miko Shibuya', 'name': 'Yumi Kakazu'}","{'role': 'Shōri Shibuya', 'name': 'Katsuyuki Konishi'}","{'role': 'Gwendal', 'name': 'Akio Ohtsuka'}","{'role': 'Annisina', 'name': 'Minami Takayama'}","{'role': 'Sherry', 'name': 'Masako Katsuki'}","{'role': 'Ken Murata', 'name': 'Kouki Miyata'}","{'role': 'Yuri Shibuya', 'name': 'Takahiro Sakurai'}","{'role': 'Adalbert von Grantz', 'name': 'Masaki Terasoma'}","{'role': 'Josac', 'name': 'Masanori Takeda'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'René', 'name': 'Kappei Yamaguchi'}","{'role': 'Erenfried', 'name': 'Miyu Irino'}","{'role': 'J. D.', 'name': 'Masaya Onosaka'}","{'role': 'Rayne', 'name': 'Hiroki Takahashi'}","{'role': 'Bernard', 'name': 'Daisuke Hirakawa'}","{'role': 'Nyx', 'name': 'Toru Ohkawa'}","{'role': 'Roche', 'name': 'Ryohei Kimura'}","{'role': 'Hyuga', 'name': 'Daisuke Ono'}","{'role': 'Jet', 'name': 'Yūichi Nakamura'}","{'role': 'Mathias', 'name': 'Taiten Kusunoki'}","{'role': 'Angelique', 'name': 'Aya Endo'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Riko', 'name': 'Yui Horie'}","{'role': 'Keisei Tagami', 'name': 'Keiji Fujiwara'}","{'role': 'Honda', 'name': 'Nobutoshi Canna'}","{'role': 'Akasha Shishidou', 'name': 'Mitsuru Miyamoto'}","{'role': 'Sougen Takamine', 'name': 'Hidetoshi Nakamura'}","{'role': 'Hazama', 'name': 'Toru Ohkawa'}","{'role': 'Isaka', 'name': 'Takaya Hashi'}","{'role': 'Mizuki Inuhiko', 'name': 'Fuyuka Oura'}","{'role': 'Ena', 'name': 'Michi Niino'}","{'role': 'Nozomi Kasuga', 'name': 'Miki Maruyama'}","{'role': 'Rinsen Shirae', 'name': 'Kiyotaka Furushima'}","{'role': 'Kowaku', 'name': 'Yūki Hayashi'}","{'role': 'Hiroshige Ushijima', 'name': 'Tooru Nara'}","{'role': 'Makina Hoshimura', 'name': 'Nana Akiyama'}","{'role': 'Hokuto', 'name': 'Chika Fujimura'}","{'role': 'Sumitori', 'name': 'Masayuki Shouji'}","{'role': 'Ouri Kagami', 'name': 'Tatsuya Hasome'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
